Date,ShareLink,ShareCommentary,idea
2025-03-11 20:10:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305319350746460160,"10 AI Projects You Can Build This Weekend.""
""""
""I love to learn by watching YouTube videos and reading books...""
""""
""When it comes to developing AI skills, however, I've realized this is NOT enough.""
""""
""Real skill development comes from one thing: building 🔨""
""""
""That's why I created the AI Builders Bootcamp, a program where product builders can connect and learn from each other in a supportive community.""
""""
""Here are some of the projects we've built in past cohorts:""
""1) AI Job Board Scraper""
""2) Interactive AI Job Dashboard""
""3) ML-based Email Categorizer""
""4) PDF Summarizer""
""5) (Local) Document QA Chatbot""
""6) Structuring Unstructured Survey Data""
""7) AI-powered Customer Segmentation""
""8) Semantic Search Over Blog Posts""
""9) RAG Chatbot Over Blog Series""
""10) Fine-tuning an LLM LinkedIn Post Writer""
""""
""You can check out all the example projects from past cohorts at this GitHub repo: https://lnkd.in/gdCPUxi7""
""""
""--""
""P.S. If you're struggling to build AI projects on your own, check out the upcoming AI Builders cohort starting April 4th: https://lnkd.in/gPHZTdWs",Promote AI builders bootcamp: 10 AI Projects You Can Build This Weekend.
2025-03-11 13:48:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305223084276359168,"Freelancing is one of the best ways to monetize your data skills.""
""""
""However, technical skills aren't enough for making money as an independent freelancer or consultant.""
""""
""This Wednesday (Mar 12) at 10:30 AM CST, I'll be hosting a discussion with data freelancers at three experience levels about how they get clients and sell their technical skills.""
""""
""Here's what we will cover:""
""- How did you get your 1st client?""
""- How do you get clients now?""
""- How did you decide what services to sell?""
""- Live audience Q&A""
""""
""👉 Register here: https://lu.ma/le7vuzn1",Share Podcast: Freelancer Panel
2025-03-10 23:09:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305001758827724801,"STOP trying to be original.""
""""
""One of Steve Jobs’ mottos in the early days of Apple was “real artists steal”""
""""
""I didn’t understand what that meant until recently…""
""""
""The single thing that makes entrepreneurship hard is ignorance.""
""""
""At the outset, you don’t know...""
""- what problem you are solving""
""- who you're solving it for""
""- or how you’re going to solve it.""
""""
""The only way to reduce this ignorance is learning from real-world data.""
""""
""However, you are limited in how much ground you can cover as a single person.""
""""
""Enter: “Real artists steal” 😎""
""""
""The idea isn’t to copy-paste someone else’s work (while that can work).""
""""
""But rather, “steal” the best practices and lessons that others have already learned.""
""""
""I recently did this by “stealing” a LinkedIn hook from marketing guru Matt Gray""
""""
""The result?… the post went super viral and grew my audience by 33%.""
""""
""The point is you don’t have to reinvent the wheel—learn from those who have already paved the way.""
""""
""Success in entrepreneurship isn’t about originality for originality’s sake...""
""""
""It’s about identifying what works, adapting it to your context, and executing effectively.""
""""
""So, don’t let ego or pride stop you from “stealing” proven strategies.""
""""
""Observe what’s working, internalize the patterns, and make them your own.""
""""
""P.S. If you're struggling to post technical content I'm hosting a free workshop this month where I'll reveal my entire strategy.  Comment ""Invite me"" if you want the event link.",“Real Artists Steal”
2025-03-10 14:53:09,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7304876974731079680,"I crossed 10,000 followers here on LinkedIn!""
""""
""The crazy part is that 20% of these followers came over just 2 days 😮""
""""
""If you were part of that surge, welcome... I'm Shaw :)""
""""
""In July 2023, I quit my data science job to pursue entrepreneurship full-time.""
""""
""Over the next year, I tried (and failed) several business ventures, including AI consulting, full-time content creation, and building a web app.""
""""
""6 months ago, I (finally) landed on something that started getting traction (my AI Builders Bootcamp) and have been focusing on that since.""
""""
""Here, I share what I'm learning and building regarding AI and entrepreneurship.""
""""
""Thanks for joining me on this journey 🙏",10k Followers!
2025-03-07 15:12:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303794579181355008,"Most top AI engineers aren’t more intelligent than you.""
""""
""They just do this one thing more…""
""""
""BUILD.""
""""
""It’s easy to get overwhelmed by the endless stream of AI news and techniques.""
""""
""Even for me, trying to discern signal from noise is a perpetual struggle.""
""""
""However, there is one thing that never fails to give me clarity: building practical projects.""
""""
""When I force myself to solve a practical problem, the world gets simpler.""
""""
""No longer am I trying to learn an endless stream of new buzzwords.""
""""
""But rather I hone in on the 1-3 essential things I need to learn to implement my solution.""
""""
""So, if you are feeling overwhelmed, forget about AI for a second and ask a different question…""
""""
""“What problem can I solve?”""
""""
""--""
""👉 If you liked this post, repost it and follow me (Shaw Talebi) for more""
""""
""Join 800+ builders and get 30 AI project ideas: https://lnkd.in/gf7z2eab",Most top AI engineers aren’t more intelligent than you.
2025-03-06 21:28:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303527008674684928,"Last week, I sat down with a 3X startup founder (2X on Shark Tank)…""
""""
""Here are my takeaways from this conversation.""
""""
""1) With the right co-founder, you can solve anything""
""2) Talk to customers more""
""3) Distribution is more important than you think""
""4) Be relentless""
""""
""A big thank you to Dmitri Love for sharing his hard-learned lessons with me.""
""""
""You can watch the full conversation on The Data Entrepreneurs YouTube 👇 ""
""""
""https://lnkd.in/gUN-7mjp",
2025-03-06 14:55:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303428080587395072,"AI principles I know at 29, I wish I had known at 24.""
""""
""1) Don’t use AI""
""""
""Although AI innovations have exciting implications across industries, that does NOT mean it is a cure-all for all business problems.""
""""
""If you can solve it with a simpler solution (i.e. code) do that.""
""""
""2) Focus on problems not tech""
""""
""Principle 1 is key because in the real-world you don’t get bonus points for using AI.""
""""
""You get bonus points for solving a problem in a better way than an existing solution.""
""""
""3) Spend more time on data curation""
""""
""It’s easy to focus entirely on models, hyperparameters, and fancy ML techniques.""
""""
""However, none of these will save a bad dataset.""
""""
""4) Data quality > Data quantity""
""""
""More data doesn’t always mean better models.""
""""
""A small number of bad examples can kill model performance.""
""""
""5) Run experiments""
""""
""Unlike traditional coding, the best design choices for an ML system cannot be known at the outset.""
""""
""These must be discovered through (systematic) experimentation.""
""""
""6) Build evals early""
""""
""Model evals and monitoring tend to be treated as an afterthought (i.e. something you build when it's time to push to prod).""
""""
""However, these are perhaps the most important part of the ML pipeline becuase they are what tell if your system actually solves the problem. ""
""""
""7) Start small""
""""
""Don’t over-engineer your initial prototype.""
""""
""The goal isn’t to ship this to prod but rather to build something useful as quickly as possible.""
""""
""""
""What are some key principles you’d add here?""
""""
""--""
""👉 If you liked this post, repost it and follow me (Shaw Talebi) for more","AI principles I know at 29, I wish I had known at 24."
2025-03-05 23:19:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303192416566530051,"Every data professional is capable of making $200,000/year as a freelancer.""
""""
""Sadly, most people focus on the wrong skills...""
""""
""Here are the 5 biggest mistakes I made at the start of my entrepreneurship journey.""
""""
""1) Prioritizing hard skills over soft skills""
""""
""What often distinguishes individual contributors is their technical prowess.""
""""
""However, this is insufficient when working as a freelancer, because much of the work is figuring out what problem to solve.""
""""
""This isn’t something you can figure out using Python or SQL, but rather by talking to your customer.""
""""
""2) Marketing my skills rather than solutions to customer pain points""
""""
""When I was freelancing, my Upwork profile beautifully laid out all my technical skills and “impressive” training.""
""""
""The trouble is that clients don’t care about your skills compared to how much they care about their problems.""
""""
""Your portfolio isn’t for you to comprehensively list your experience. It’s to attract the right customer.""
""""
""3) Spending zero time on understanding my customer""
""""
""To be fair, my messaging was so vague because I didn’t know who my customer was.""
""""
""This resulted in a wide range of inquiries from customers across industries, which meant I was starting from zero at the beginning of every new client engagement.""
""""
""Clarifying WHO you want to sell to not only helps avoid this learning curve but allows you to optimize your marketing for your customer.""
""""
""4) Having an unclear offer""
""""
""Another big mistake I made was offering “data science and AI services” (whatever that means).""
""""
""In other words, it wasn’t clear what value I was providing my customer.""
""""
""A better offer would be something like “I help startups build AI features that make them money”""
""""
""5) Pricing for time (not value)""
""""
""However, the biggest killer of an unclear offer was that I left money on the table.""
""""
""I was stuck in the mindset of “I’m a data scientist for hire” with an hourly rate.""
""""
""In contrast, if I had focused on solving problems for a particular customer, I could price for the value I generated for them.""
""""
""This is an entirely different ballgame because I am no longer capped by my (limited) time, but rather by scale of my customer’s problems.""
""""
""What are some key mistakes you've made on your journey?""
""""
""--""
""👉 If you liked this post, repost it and follow me (Shaw Talebi) for more.","Every data professional is capable of making $200,000/year as a freelancer."
2025-03-05 14:49:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303064123141955584,"My Top 5 Uses of ChatGPT (as a data scientist)""
""""
""1) Making plots""
""""
""I spent hours creating and refining data visualizations until they were just right.""
""""
""Now, however, I just ask ChatGPT to do it for me, and then I steal the code and refine it if necessary.""
""""
""2) Writing LaTeX from screenshots""
""""
""Another major time drain for me was manually writing out equations in LaTeX.""
""""
""This now takes me minutes by uploading screenshots to ChatGPT or even photos, hand-written equations.""
""""
""3) Explaining concepts from research papers""
""""
""Reading papers is a big part of being a successful data science and AI practitioner.""
""""
""Technical points from papers that used to stump me for hours, I can now clarify in a 15 minute exchange with ChatGPT.""
""""
""4) Writing doc strings""
""""
""I haven’t written a doc string in months…""
""""
""This not only saves me time, but ChatGPT is better than me at doing this 😅""
""""
""5) Writing regex""
""""
""There are many times I feel something can be done with regex but I lack the skill to do it.""
""""
""This is when I use ChatGPT. Additionally, I have it explain how the code works so I can learn while still moving fast.""
""""
""""
""👉 What are your top data science/ML engineering use cases?",My Top 5 Uses of ChatGPT (as a Data Scientist)
2025-03-04 14:36:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302698438448594944,"10 AI YouTube channels that will teach you more in 2025 than a 4-year college degree...""
""""
""1) Andrej Karpathy""
""""
""Deep yet accessible lectures on deep learning. Lots on LLMs, but also has an introductory course on neural networks.""
""""
""2) 3Blue1Brown""
""""
""Beautiful visualizations of abstract mathematical concepts that make the ideas clearer and more intuitive.""
""""
""3) Lex Fridman""
""""
""Conversations with top AI researchers and practitioners. Has helped me put the tech in a larger context and give me insight into how top people are thinking about it.""
""""
""4) Machine Learning Street Talk""
""""
""Similarly to Lex in that they share conversations with top AI researchers and practitioners, but these conversations tend to be more technical and exclusively focused on ML.""
""""
""5) StatQuest with Joshua Starmer PhD""
""""
""Beginner-friendly explainers on basically anything you want to learn about machine learning and statistics.""
""""
""6) Serrano Academy with Luis Serrano 🍉 ""
""""
""Accessible explainers spanning machine learning, deep learning, and emerging AI techniques.""
""""
""7) Jeremy Howard""
""""
""Deep learning courses and practical videos on building web apps with Python.""
""""
""8) Hamel Husain""
""""
""LLM courses spanning RAG, evals, and fine-tuning from seasoned practitioners.""
""""
""9) Jason Liu""
""""
""Lectures on RAG from top developers in the space. Plus, tips on freelancing as in AI and ML.""
""""
""10) Dave Ebbelaar""
""""
""Practical videos on how to build AI systems that solve real-world problems. Plus, guides for those just getting started.""
""""
""""
""👉 10 feels too short... who am I missing?",10 YT channels
2025-03-03 23:09:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302465129600667649,"Here’s how OpenAI turned an ""internet document predictor"" (i.e. GPT-3) into a helpful chatbot (i.e. ChatGPT).""
""""
""In 2022, OpenAI published InstructGPT, a fine-tuned version of GPT-3 which was trained to be an intuitive and human-friendly AI assistant.""
""""
""This consisted of two steps in the post-training process.""
""""
""🪛 Step 1: Supervised Fine-tuning""
""""
""GPT-3 was trained on (user input, response) pairs to teach it to have dialogue with a user (instead of generating internet documents).""
""""
""However, this wasn't enough to make the responses maximally helpful and harmless. So they did another round of fine-tuning using reinforcement learning.""
""""
""🪛 Step 2: Reinforcement Learning with Human Feedback (RLHF)""
""""
""RLHF consisted of aligning InstructGPT's responses with human preferences.""
""""
""The secret to the success of this step was the use of preference ranking examples which provided a high-quality training signal to improve model responses.""
""""
""If you are curious about how RLHF works under the hood, I just posted a YouTube video about it and its more efficient reformulation, DPO.""
""""
""👉 Check it out: https://lnkd.in/gUF4RMsd",Share content: RLHF + DPO video
2025-03-03 15:15:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302345789844926467,"If you want to 10X your AI engineering skills by May, follow these 7 steps...""
""""
""1) Use AI coding assistants""
""""
""The gap between those who use and don't use AI coding tools is massive.""
""""
""This is the easiest way to 2-5X your productivity if you are in the latter group.""
""""
""2) Read OpenAI and Anthropic’s prompt engineering guides""
""""
""Prompts are not an afterthought when building LLM-based systems. In fact they can be more important than your Python code.""
""""
""Just a few simple prompting practices can significantly boost performance.""
""""
""3) Define evals""
""""
""Now that much of an AI system's data processing can happen in a black box LLM, the effort switches from defining logic or curating large datasets, to defining robust evaluations.""
""""
""Vibe checks are not sufficient beyond toy and hobby projects.""
""""
""4) Automate something you use ChatGPT for using Python""
""""
""If you are new to Python or LLMs (or both), the easiest place to start is using OpenAI's API (or the like) to build a simple automation.""
""""
""5) Become model agnostic""
""""
""While you can go far with any single model provider, the AI landscape is becoming more and more multi-MODEL.""
""""
""Therefore it's critical to be comfortable with multiple API providers and libraries.""
""""
""6) Build a project using text embeddings ""
""""
""LLMs are a powerful part of the modern AI stack. However, it's important not to ignore more traditional NLP techniques powered by modern embedding models.""
""""
""Build a project like a text classifier, semantic search system, or RAG app.""
""""
""7) Fine-tune an embedding model or LLM""
""""
""Relying on existing models may not cut it for custom use cases.""
""""
""That is why it's important to know when and how to fine-tune a model.""
""""
""8) Learn AI in 6 weeks by building it in my hands-on AI cohort :P""
""Learn more: https://lnkd.in/gPHZTdWs","Promote AI Builders Bootcamp: If you want to 10X your AI engineering skills by May, follow these 7 steps…"
2025-02-28 20:14:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301334081269637120,"I'm excited to share enrollment for my 4th AI Builders Cohort is now open!""
""""
""The central thesis of this course is to ""learn by building"" 🔨 ""
""""
""Here are some of the projects I'll build over the 6-week cohort...""
""""
""• Automated report builder and emailer""
""• AI Job Board Scraper""
""• Interactive AI Job Dashboard""
""• ML-based email classifier""
""• Research paper summarizer""
""• LLM-based text classifier""
""• (Local) Document QA Chatbot""
""• Structuring unstructured survey data""
""• Semantic search over Blog Posts""
""• RAG Chatbot with LLM Blog series""
""• Fine-tuning LLM response style""
""• Fine-tuning BERT for text classification""
""""
""⭐ Learn more: https://lnkd.in/gPHZTdWs",Enrollment open for AI builders bootcamp
2025-02-28 13:46:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301236202249035780,"I woke up to 50,000 subs on YouTube 🥳""
""""
""When I posted my first video my goal was simple…""
""""
""… to learn.""
""""
""Forcing myself to form structured narratives around technical concepts and share them, has been my (not so) secret strategy for continually learning.""
""""
""Not only do I do this because I love learning, but also in today's rapidly evolving AI landscape, this is mandatory.""
""""
""A huge thank you to everyone who hit ""subscribe"" and joined me on this learning journey 🙏""
""""
""Next stop: 100,000!",50k YouTube
2025-02-27 21:38:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300992639372341248,"Vector DBs and embeddings have become common in modern AI stacks. ""
""""
""But where do embeddings come from?""
""""
""To recap, an embedding is a (meaningful) vector representation of an object (e.g. text, images, audio, etc.), commonly used for feature extraction and RAG.""
""""
""The central technique for creating useful embedding models is contrastive learning, a ML approach which seeks to represent different views of the same information similarly.""
""""
""This works by curating a dataset of positive and negative pairs e.g. a query and a helpful response (positive) + a query and an unhelpful response (negative)""
""""
""Contrastive learning then updates model parameters such that positive pairs become more similar while negative pairs become more dissimilar.""
""""
""I recently used contrastive learning to fine-tune an embeddings model to better match resumes to AI job descriptions.""
""""
""👉 Check out the code in this blog post: https://lnkd.in/g6ZtKVyc",Share blog: Contrastive Learning
2025-02-27 14:55:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300891187392000000,"Building a multimodal RAG system for my blog posts...""
""""
""Although improving LLMs with RAG unlocks several practical use cases, there are some situations where relevant information exists in non-text formats, e.g., images, videos, charts, and tables.""
""""
""In such cases, we can go one step further and build multimodal RAG systems, AI systems capable of processing text and non-text data.""
""""
""Here's a simple workflow I used for building such a system:""
""""
""1) Chunk text from articles and store them in a .json file""
""2) Extract images from each article and store their file paths in a .json file""
""3) Compute embeddings for each chunk and image using CLIP""
""4) Define a query and compute its embedding""
""5) Compute the similarity between the query embedding and each chunk/image embedding""
""6) Construct a prompt to answer the query given the most similar chunks/images""
""7) Pass prompt to Llama 3.2 Vision""
""8) Bonus: Build a chat UI""
""""
""I implemented this project and walked through the example code in a YouTube video 👇""
""""
""https://lnkd.in/gaqp4FSf",Share video: Multimodal RAG Project
2025-02-26 22:06:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300637295903182848,"Although LLMs can perform a wide range of tasks out of the box, refining their responses based on human preferences can be challenging.""
""""
""The trouble is that sometimes we don't know WHY we like one response vs another, making prompt engineering ineffective.""
""""
""Alternatively, supervised fine-tuning requires manually curating ideal input-output pairs, which is time-consuming and may lack sufficient coverage.""
""""
""This is where preference alignment techniques like Reinforcement Learning from Human Feedback (RLHF) and Direct Policy Optimization (DPO) are helpful.""
""""
""These instead rely on relative human preferences (i.e., ranking responses from best to worst), which are much easier for us to create.""
""""
""In my latest blog post, I discuss both approaches and then use DPO to fine-tune Qwen2.5-0.5B to write YouTube titles based on my preferences.""
""""
""👉 Check it out: https://lnkd.in/gsKZwtw2",Share content: RLHF + DPO blog
2025-02-26 14:56:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300529045849444352,"A couple of weeks ago Andrej Karpathy released a YouTube video where he masterfully explained how a model like ChatGPT is created from scratch.""
""""
""He shared a nice analogy for the 3 training phases that gave me a lot of clarity.""
""""
""📚 Phase 1: Pre-training = reading a textbook.""
""""
""You learn a lot of facts and terms, but you may not know how to apply them in practice.""
""""
""🔍 Phase 2: Supervised Fine-tuning = reviewing worked example problems.""
""""
""Here, you see examples of how to solve problems with your new learnings, which you can copy in solving new problems.""
""""
""✍ Phase 3: Reinforcement Learning = working examples yourself.""
""""
""While the reading and reviewing examples teach us a lot, nothing beats learning by doing. This forces us to synthesize our knowledge and crystalize our understanding.""
""""
""Here’s the full video 👇 ""
""https://lnkd.in/gF7jVxcH",Karpathy YouTube video share
2025-02-25 22:52:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300286495238627328,"Last weekend, we were in Austin for a meet-up with The Data Entrepreneurs!""
""""
""Although the world has become more remote, nothing beats in-person discussions and networking.""
""""
""A big thanks to everyone who made it :)""
""Asif Zubair Francisco Camargo, PhD Dustin Godevais Ifeoma Ahuna""
""""
""Where should we go next? 🤔",Austin Meet-up recap
2025-02-25 14:44:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300163828204322816,"My (realistic) entrepreneur journey (so far)…""
""""
""Entrepreneurship tends to be glamorized and mysticized by popular culture, but this couldn’t be further from the truth.""
""""
""Here’s my timeline.""
""""
""2019: I started learning Python and doing applied ML research""
""2020: I posted my 1st technical YouTube video and blog post""
""2021: I got my first freelance data science gig""
""2022: I got my first corporate data science role""
""2023: I quit my job to do content and freelance full-time""
""2024: I burned through savings and made several pivots""
""2025: I finally found an offer that can match my full-time income""
""""
""It took me 5 years from posting my first YouTube video to turn that into a sustainable business.""
""""
""The moral of the story is that you're not going to find a winning lottery ticket overnight, but if you’re willing to put in the work for 5 years, then you might.""
""""
""So, if this is a path you see for yourself, start now... in whatever small way you can.",My (realistic) entrepreneur journey (so far)
2025-02-24 22:49:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7299923419335168000,"AI tools are creating a gap between those who use them and those who don't.""
""""
""For example, I personally can build new ML projects (at least) 2X faster than before, thanks to ChatGPT and the like.""
""""
""However, some folks working at large organizations don't have the same luxury due to insufficient AI policies and controls.""
""""
""Last week, I had an enlightening conversation with Aaron Bach (CTO at Liminal) about how his startup is helping companies interact with LLMs without exposing PII data and IP.""
""""
""The two central techniques that enable this are as follows.""
""""
""1) Access controls for who can talk to what model""
""2) Smart redaction and masking of sensitive information""
""""
""ICYMI–the full conversation is available at The Data Entrepreneurs YouTube channel 👇""
""""
""https://lnkd.in/gKtj3dYM",Share Podcast: Aaron B - Building Secure LLM Applications
2025-02-24 14:58:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7299804895719690240,"5 AI Projects You Can Build In 60 Minutes (or less)""
""""
""The most practical AI use case for developers is using an LLM as a coding assistant.""
""""
""With tools like ChatGPT, Cursor, and Co-pilot, projects that used to take days now take hours.""
""""
""Here are 5 AI project ideas you can build in under an hour 👇""
""""
""1) PDF Summarization Tool""
""""
""Extract text from a PDF and have your favorite LLM summarize it for you.""
""""
""2) Clustering Customer Reviews""
""""
""Translate customer reviews into text embeddings and apply a traditional clustering algorithm to it (e.g., KMeans).""
""""
""3) Document QA Chatbot""
""""
""Extract the text from a PDF and ask questions about it to a long context LLM.""
""""
""4) Sentiment Analysis of YouTube Comments""
""""
""Use the youtube-comment-downloader Python lib to get comments from a YouTube video then pass them through a sentiment classification model from the Hugging Face hub.""
""""
""5) Gmail Inbox Categorization""
""""
""Extract your Gmail inbox, translate each email into a vector, and perform clustering similarly to project idea 2.""
""""
""""
""Let me know which one you’re curious about, and I’ll share more resources to help you get started :)",5 AI projects you can build in (less than) an hour
2025-02-21 14:00:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298703132664938496,"My simple algorithm for living a fulfilling life.""
""""
""Step 1: Identify the activities that drain you and those that energize you.""
""Step 2: Move toward the things that energize you and away from those that drain you""
""Step 3: Repeat""
""""
""The main benefit I've found from this approach is that it doesn't require me to have a crystal clear picture of where I want to go (which has been hard for me).""
""""
""Despite this uncertainty, I can still make progress toward my ideal life in a clear and practical way.""
""""
""What is a strategy or perspective you use to improve your life?",A simple algorithm for living a fulfilling life
2025-02-21 00:35:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298500445054898176,"Here's why DeepSeek-R1 is important (without the hype).""
""""
""Although this model caused its fair share of pandemonium, its central contribution was exposing the secrets behind reasoning models like o1.""
""""
""i.e. how LLMs can ""learn to reason"" through reinforcement learning (RL).""
""""
""The promise of RL is that models can learn by trial and error rather than being given explicit, human-generated examples.""
""""
""This not only removes training data bottlenecks but also unlocks novel reasoning strategies that models can learn on their own.""
""""
""I talk more about the technical details of o1 and DeepSeek-R1 in a recent YouTube video.""
""""
""👉 Check it out: https://lnkd.in/g2UfgV6j",Share Video: how to train LLMs to “think”
2025-02-20 14:49:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298353144588079105,"My 2025 AI Tech Stack 👇""
""""
""1) Python - basically the only programming language I use""
""2) Jupyter lab - experimentation, demos, and early prototypes""
""3) Cursor - MVP development and beyond""
""4) ChatGPT - ad hoc tasks (e.g. writing starter code, explaining errors, brainstorming) and developing prompt templates""
""5) OpenAI API - 1st thing I use when developing a new LLM-based project""
""6) Hugging Face - LLM fine-tuning and research""
""7) Sentence transformers - local embedding models and fine-tuning""
""8) GitHub - sharing code and organizing projects""
""""
""What tools do you find most helpful for AI dev?",My 2025 AI tech stack
2025-02-19 22:47:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298111099843883008,"The Data Entrepreneurs are hosting a meet-up in Austin this weekend!""
""""
""If you're around, would love to see you there :)""
""""
""👉 Register here: https://lu.ma/wrnqj65m",Share Austin Meet-up
2025-02-19 15:13:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297996721505058816,"Corporate vs Freelance Data Science… My Honest Reflections.""
""""
""As someone who has worked as a data scientist at a company and independently, here is how I’d compare the two.""
""""
""Income 💸 ""
""""
""While the average income is probably about the same, the key difference is the income distribution. ""
""""
""Corporate salaries are more normally distributed, while freelance income is more fat-tailed. In other words, you can make 2X your corporate salary as an independent, but also you can make 1/2 of it.""
""""
""Freedom 🦅 ""
""""
""Freelancing has a corporate beat on this one. ""
""""
""As a freelancer, you have complete control over what projects you take on and when/where you work.""
""""
""Uncertainty 😵‍💫 ""
""""
""Broadly speaking, corporate has freelancing beat on this one (especially in the early days). However, there’s a nuance here. ""
""""
""Corporate gives a strong perception of stability, so when something eventually DOES go wrong, it can be devastating. ""
""""
""While for freelance, instability is the norm, so freelancers become much more resilient toward it.""
""""
""Learning 🤓 ""
""""
""Both settings have great learning opportunities. In my experience, however, these have different flavors. ""
""""
""In corporate, learning can be optional given the coverage of other team members and lean more toward technical skills. ""
""""
""On the other hand, freelance can be very much ”learn or die,” which makes it more powerful, IMO.""
""""
""""
""How do you compare these two work environments?",Corporate vs freelance data science
2025-02-18 20:36:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297715567925305345,"6 months ago, OpenAI released o1, an ""advanced reasoning"" model trained on large-scale reinforcement learning.""
""""
""This model generates ""thinking"" tokens before responding to user queries, which leads to a significant performance boost on math and coding tasks.""
""""
""Although OpenAI never disclosed the details of how they did it, we now have a pretty good idea thanks to the recent publication of DeepSeek-R1.""
""""
""In the paper, the authors replicate this ability to think through problems and share the technical details behind their model's development.""
""""
""If you're curious about how these models work under the hood, I recently wrote a blog on this.""
""""
""👉 Check it out: https://lnkd.in/guVZz83c",
2025-02-18 15:01:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297631417641881600,"The rate of AI innovation is accelerating.""
""""
""Here’s the timeline...""
""""
""- Expert systems → Machine Leaning: 30 years""
""- Machine Learning → Deep Learning: 15 years""
""- Deep Learning (from scratch) → Deep Learning (fine-tuning): 7.5 years""
""- Deep Learning (fine-tuning) → X""
""""
""Solve for X.",
2025-02-17 22:49:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297386806948306944,"LLMs have unlocked a new software development paradigm.""
""""
""NLP tasks that used to require specialized expertise and mountains of data are now accessible with a simple API call.""
""""
""This paradigm, however, raises an important question: How can we ensure our apps remain secure when sending sensitive information to 3rd party APIs?""
""""
""This Wed (Feb 19) at 11:30AM CST, I'll be chatting with Aaron Bach, co-founder and CTO of Liminal.""
""""
""We will discuss various techniques he and his company have implemented to help mitigate security concerns for LLM applications.""
""""
""👉 Register here: https://lu.ma/jxwjxx01",
2025-02-17 15:37:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297278060116983808,"How to be a top 1% AI builder 👇 ""
""""
""After talking to dozens of ML developers, here are some key insights I’ve stolen from the best ones.""
""""
""1) Iterative development cycle: build something fast to start collecting data and build from there""
""""
""2) Focus on evals from the start: excluding evals from development can lead to systems that are optimized on the wrong objectives""
""""
""3) Data-driven development: building is driven by quantitative customer feedback, not vibe checks""
""""
""4) Understand when to ""build vs buy"": you don’t need to build every part of your system from scratch, use existing solutions for components that someone with more expertise has already built""
""""
""What are some best practices you’ve come across?",
2025-02-14 22:10:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7296289686350635008,"Yesterday, I shared some AI-generated images of myself made by a fine-tuned version of FLUX.1""
""""
""For those curious about the process, I walk through it step-by-step and share my code in a recent YouTube video.""
""""
""Check it out to make your own fine-tuned versions of this model 👇""
""""
""https://lnkd.in/gMz-AF27",
2025-02-14 14:35:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7296175116969750529,"I’ve been thinking about creating a 4-6 week course on LLM fine-tuning and post-training.""
""""
""Is this something you’d pay for?",
